id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
744,Honda Shine,30000.0,2014,Individual,1st owner,40000,,8,8,5000.0,416.667,Honda
745,Honda CB Unicorn Dazzler,50000.0,2010,Individual,1st owner,75000,71757.0,12,15,6250.0,520.833,Honda
746,Honda Livo,45000.0,2018,Individual,1st owner,10000,,4,2,2500.0,208.333,Honda
747,Honda Aviator,28000.0,2009,Individual,1st owner,29625,59183.0,13,6,2278.846,189.904,Honda
748,Honda Activa [2000-2015],6000.0,2006,Individual,2nd owner,35000,50267.0,16,7,2187.5,182.292,Honda
749,Hero Hunk,35000.0,2016,Individual,1st owner,32000,78513.0,6,7,5333.333,444.444,Hero
750,Honda Activa 125,30000.0,2014,Individual,1st owner,20000,,8,4,2500.0,208.333,Honda
751,Bajaj Discover 110,15000.0,2007,Individual,1st owner,70000,52710.0,15,14,4666.667,388.889,Bajaj
752,Hero Xtreme [2013-2014],45000.0,2013,Individual,1st owner,57000,75936.0,9,12,6333.333,527.778,Hero
753,TVS Victor GLX,18000.0,2005,Individual,1st owner,11000,,17,3,647.059,53.922,TVS
754,Bajaj Pulsar NS200,85000.0,2018,Individual,1st owner,17500,,4,4,4375.0,364.583,Bajaj
755,Honda Aviator,30000.0,2014,Individual,1st owner,7000,59183.0,8,2,875.0,72.917,Honda
756,Bajaj Platina 100,40000.0,2018,Individual,1st owner,17500,,4,4,4375.0,364.583,Bajaj
757,TVS Sport,34000.0,2018,Individual,1st owner,25000,,4,5,6250.0,520.833,TVS
758,Hero Honda Passion Plus,8000.0,2003,Individual,1st owner,53500,,19,11,2815.789,234.649,Hero Honda
759,Bajaj V15,70000.0,2018,Individual,1st owner,15000,67187.0,4,3,3750.0,312.5,Bajaj
760,Honda Dio,50000.0,2016,Individual,1st owner,8000,,6,2,1333.333,111.111,Honda
761,Honda Dream Yuga,35000.0,2015,Individual,1st owner,39448,56147.0,7,8,5635.429,469.619,Honda
762,Hero Honda Splendor Plus,20000.0,2006,Individual,1st owner,75000,,16,15,4687.5,390.625,Hero Honda
763,Bajaj Pulsar 150,50000.0,2012,Individual,1st owner,28000,,10,6,2800.0,233.333,Bajaj
764,Bajaj Discover 135,37000.0,2008,Individual,1st owner,62000,,14,13,4428.571,369.048,Bajaj
765,Honda Livo,69000.0,2018,Individual,1st owner,12000,,4,3,3000.0,250.0,Honda
766,Hero Honda Splendor NXG,28000.0,2012,Individual,1st owner,49999,,10,10,4999.9,416.658,Hero Honda
767,Bajaj Discover 125,25000.0,2011,Individual,1st owner,70000,57549.0,11,14,6363.636,530.303,Bajaj
768,Yamaha FZ V 2.0,60000.0,2018,Individual,1st owner,25000,81508.0,4,5,6250.0,520.833,Yamaha
769,Yamaha SZ-S,50000.0,2014,Individual,1st owner,20000,72532.0,8,4,2500.0,208.333,Yamaha
770,Royal Enfield Thunderbird 350,135000.0,2016,Individual,1st owner,4500,,6,1,750.0,62.5,Royal Enfield
771,Bajaj Discover 125 M,30000.0,2014,Individual,1st owner,45000,49146.0,8,9,5625.0,468.75,Bajaj
772,Yamaha FZ S [2012-2016],60000.0,2014,Individual,1st owner,68000,79432.0,8,14,8500.0,708.333,Yamaha
773,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,13,19,7307.692,608.974,Honda
774,Bajaj Xcd,20000.0,2009,Individual,1st owner,16000,,13,4,1230.769,102.564,Bajaj
775,Bajaj Avenger Street 160,80000.0,2019,Individual,1st owner,5000,,3,1,1666.667,138.889,Bajaj
776,Royal Enfield Electra 5 S,99000.0,2006,Individual,2nd owner,36000,,16,8,2250.0,187.5,Royal Enfield
777,TVS Apache RTR 200 4V,90000.0,2018,Individual,1st owner,70000,,4,14,17500.0,1458.333,TVS
778,Hero Honda Splendor Plus,20000.0,2005,Individual,1st owner,27370,,17,6,1610.0,134.167,Hero Honda
779,Hero Glamour 125,50000.0,2017,Individual,1st owner,8600,61600.0,5,2,1720.0,143.333,Hero
780,TVS Victor GLX,27000.0,2002,Individual,1st owner,49000,,20,10,2450.0,204.167,TVS
781,Honda Grazia,60000.0,2018,Individual,1st owner,16000,,4,4,4000.0,333.333,Honda
782,Bajaj Pulsar 150 [2001-2011],12000.0,2007,Individual,2nd owner,100000,,15,20,6666.667,555.556,Bajaj
783,Hero Xtreme 2014,50000.0,2014,Individual,1st owner,10000,72973.0,8,2,1250.0,104.167,Hero
784,Hero Pleasure,20000.0,2012,Individual,2nd owner,30000,49600.0,10,6,3000.0,250.0,Hero
785,Hero Passion XPro,45000.0,2018,Individual,1st owner,7000,58900.0,4,2,1750.0,145.833,Hero
786,Hero Super Splendor,40000.0,2013,Individual,1st owner,68000,,9,14,7555.556,629.63,Hero
787,Yamaha FZ S [2012-2016],45000.0,2016,Individual,2nd owner,20000,79432.0,6,4,3333.333,277.778,Yamaha
788,Honda Activa [2000-2015],25000.0,2015,Individual,1st owner,25000,50267.0,7,5,3571.429,297.619,Honda
789,Hero Glamour FI,75000.0,2019,Individual,1st owner,8900,71150.0,3,2,2966.667,247.222,Hero
790,Hero Honda Passion Plus,25000.0,2007,Individual,1st owner,70000,,15,14,4666.667,388.889,Hero Honda
791,Hero Splendor Plus,25000.0,2006,Individual,2nd owner,40000,,16,8,2500.0,208.333,Hero
792,Hero Xpulse 200,100000.0,2019,Individual,1st owner,8500,107500.0,3,2,2833.333,236.111,Hero
793,Honda CB Unicorn 150,30000.0,2012,Individual,1st owner,32000,74295.0,10,7,3200.0,266.667,Honda
794,Bajaj Discover 135,25000.0,2010,Individual,1st owner,55000,,12,11,4583.333,381.944,Bajaj
795,Hero Honda Splendor,10000.0,2006,Individual,1st owner,75000,,16,15,4687.5,390.625,Hero Honda
796,Hero Honda CD Deluxe,25000.0,2008,Individual,3rd owner,65000,,14,13,4642.857,386.905,Hero Honda
797,Royal Enfield Electra Twinspark,120000.0,2016,Individual,1st owner,345000,,6,69,57500.0,4791.667,Royal Enfield
798,Honda Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,8,5,2625.0,218.75,Honda
799,Hero Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,9,12,6666.667,555.556,Hero
800,Honda CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,8,8,4750.0,395.833,Honda
801,Honda CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,11,8,3636.364,303.03,Honda
802,TVS Apache [2006],15000.0,2006,Individual,1st owner,40000,,16,8,2500.0,208.333,TVS
803,Hero Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,9,5,2777.778,231.481,Hero
804,Honda Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,4,5,6250.0,520.833,Honda
805,Honda Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,8,5,3125.0,260.417,Honda
806,TVS Apache RTR 200 4V,125000.0,2019,Individual,1st owner,3000,,3,1,1000.0,83.333,TVS
807,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,28000,,11,6,2545.455,212.121,Hero Honda
808,Suzuki Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,7,8,5714.286,476.19,Suzuki
809,Hero Xpulse 200,98000.0,2019,Individual,1st owner,8500,107500.0,3,2,2833.333,236.111,Hero
810,Bajaj Pulsar 150,75000.0,2017,Individual,1st owner,30000,,5,6,6000.0,500.0,Bajaj
811,Bajaj Pulsar AS150,55000.0,2017,Individual,2nd owner,20000,80821.0,5,4,4000.0,333.333,Bajaj
812,Bajaj Platina 100,25000.0,2013,Individual,1st owner,30000,,9,6,3333.333,277.778,Bajaj
813,Honda CB Twister,70000.0,2014,Individual,1st owner,12566,49150.0,8,3,1570.75,130.896,Honda
814,Suzuki SlingShot,24000.0,2011,Individual,1st owner,17000,,11,4,1545.455,128.788,Suzuki
815,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,17000,,4,4,4250.0,354.167,TVS
816,Bajaj V12,45000.0,2017,Individual,1st owner,35000,58906.0,5,7,7000.0,583.333,Bajaj
817,Hero Karizma 2014,25000.0,2015,Individual,1st owner,40000,86744.0,7,8,5714.286,476.19,Hero
818,Yamaha YZF R15 V3,170000.0,2019,Individual,1st owner,1400,146400.0,3,1,466.667,38.889,Yamaha
819,Yamaha Fascino 110,38000.0,2016,Individual,1st owner,37000,54500.0,6,8,6166.667,513.889,Yamaha
820,Honda CB Unicorn 160,45000.0,2015,Individual,1st owner,15000,77545.0,7,3,2142.857,178.571,Honda
821,Yamaha Gladiator,15000.0,2009,Individual,1st owner,46000,,13,10,3538.462,294.872,Yamaha
822,Hero Honda Glamour,45000.0,2012,Individual,1st owner,75000,,10,15,7500.0,625.0,Hero Honda
823,Bajaj Discover 100,22000.0,2014,Individual,1st owner,14289,42859.0,8,3,1786.125,148.844,Bajaj
824,Mahindra Gusto,30000.0,2015,Individual,2nd owner,20000,51185.0,7,4,2857.143,238.095,Mahindra
825,Royal Enfield Thunderbird 350,100000.0,2012,Individual,1st owner,28000,,10,6,2800.0,233.333,Royal Enfield
826,Royal Enfield Classic 350,100000.0,2014,Individual,1st owner,19000,,8,4,2375.0,197.917,Royal Enfield
827,Bajaj Pulsar 150,60000.0,2017,Individual,1st owner,28450,,5,6,5690.0,474.167,Bajaj
828,Royal Enfield Electra Twinspark,100000.0,2014,Individual,1st owner,31500,,8,7,3937.5,328.125,Royal Enfield
829,Bajaj Pulsar 150,40000.0,2016,Individual,1st owner,28000,,6,6,4666.667,388.889,Bajaj
830,Bajaj Pulsar 150,21000.0,2007,Individual,1st owner,100000,,15,20,6666.667,555.556,Bajaj
831,Hero HF Deluxe,40000.0,2018,Individual,1st owner,16000,,4,4,4000.0,333.333,Hero
832,Honda Activa [2000-2015],25000.0,2007,Individual,1st owner,17860,50267.0,15,4,1190.667,99.222,Honda
833,Yamaha FZ S [2012-2016],45000.0,2015,Individual,1st owner,24000,79432.0,7,5,3428.571,285.714,Yamaha
834,Bajaj Avenger Cruise 220,75000.0,2016,Individual,1st owner,10950,,6,3,1825.0,152.083,Bajaj
835,Honda Dio,45000.0,2017,Individual,1st owner,35850,,5,8,7170.0,597.5,Honda
836,Honda Activa i [2016-2017],35000.0,2016,Individual,1st owner,29000,53436.0,6,6,4833.333,402.778,Honda
837,Royal Enfield Bullet 350 [2007-2011],60000.0,2001,Individual,2nd owner,4000,,21,1,190.476,15.873,Royal Enfield
838,Yamaha FZ V 2.0,60000.0,2016,Individual,1st owner,45420,81508.0,6,10,7570.0,630.833,Yamaha
839,Royal Enfield Classic 350,130000.0,2018,Individual,2nd owner,35000,,4,7,8750.0,729.167,Royal Enfield
840,Honda CB Shine SP,42000.0,2017,Individual,1st owner,19800,64750.0,5,4,3960.0,330.0,Honda
841,Bajaj V15,76000.0,2018,Individual,1st owner,23000,65626.0,4,5,5750.0,479.167,Bajaj
842,Hero CBZ,40000.0,2014,Individual,1st owner,35000,,8,7,4375.0,364.583,Hero
843,Hero Splendor Plus,65000.0,2018,Individual,1st owner,7500,,4,2,1875.0,156.25,Hero
844,Bajaj Discover 100 T,20000.0,2013,Individual,1st owner,20000,47032.0,9,4,2222.222,185.185,Bajaj
845,Honda CB Hornet 160R,75000.0,2016,Individual,1st owner,72000,92661.0,6,15,12000.0,1000.0,Honda
846,Honda CB Hornet 160R,70000.0,2018,Individual,1st owner,7000,92661.0,4,2,1750.0,145.833,Honda
847,TVS Apache RTR 160 4V,105000.0,2019,Individual,1st owner,6000,,3,2,2000.0,166.667,TVS
848,Honda CB Shine SP,50000.0,2017,Individual,1st owner,34300,62317.0,5,7,6860.0,571.667,Honda
849,Royal Enfield Classic 350,120000.0,2017,Individual,1st owner,7199,,5,2,1439.8,119.983,Royal Enfield
850,Bajaj Pulsar 180,25000.0,2011,Individual,1st owner,43000,85011.0,11,9,3909.091,325.758,Bajaj
851,TVS XL 100,30000.0,2017,Individual,1st owner,8000,30490.0,5,2,1600.0,133.333,TVS
852,Hero Super Splendor,50000.0,2017,Individual,1st owner,9999,,5,2,1999.8,166.65,Hero
853,Hero Honda CBZ extreme,25000.0,2007,Individual,1st owner,80000,,15,16,5333.333,444.444,Hero Honda
854,Bajaj Pulsar 180,50000.0,2014,Individual,1st owner,30000,85011.0,8,6,3750.0,312.5,Bajaj
855,Bajaj Discover 150,35000.0,2015,Individual,1st owner,12000,54299.0,7,3,1714.286,142.857,Bajaj
856,Bajaj Pulsar 180,30000.0,2009,Individual,1st owner,17500,85011.0,13,4,1346.154,112.18,Bajaj
857,Honda Shine,37000.0,2016,Individual,1st owner,45000,,6,9,7500.0,625.0,Honda
858,Honda CB Unicorn 150,42000.0,2013,Individual,1st owner,38000,74295.0,9,8,4222.222,351.852,Honda
859,Royal Enfield Himalayan,119000.0,2016,Individual,1st owner,19800,,6,4,3300.0,275.0,Royal Enfield
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,Individual,1st owner,12000,589000.0,11,3,1090.909,90.909,Kawasaki
861,Royal Enfield Classic 350,130000.0,1993,Individual,2nd owner,10000,,29,2,344.828,28.736,Royal Enfield
862,Hero Honda Passion Plus,22000.0,2008,Individual,2nd owner,85000,,14,17,6071.429,505.952,Hero Honda
863,Hero Honda Splendor Plus,15000.0,2007,Individual,1st owner,70000,,15,14,4666.667,388.889,Hero Honda
864,Benelli TNT 25,160000.0,2017,Individual,1st owner,2009,170994.0,5,1,401.8,33.483,Benelli
865,Royal Enfield Thunderbird 500X,185000.0,2018,Individual,1st owner,1500,198605.0,4,1,375.0,31.25,Royal Enfield
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,Individual,1st owner,12077,208902.0,8,3,1509.625,125.802,Royal Enfield
867,KTM RC 200,150000.0,2017,Individual,1st owner,20000,,5,4,4000.0,333.333,KTM
868,Royal Enfield Bullet 350 [2007-2011],150000.0,1995,Individual,3rd owner,20000,,27,4,740.741,61.728,Royal Enfield
869,Bajaj Pulsar 220F,45000.0,2011,Individual,1st owner,40000,,11,8,3636.364,303.03,Bajaj
870,Bajaj Avenger Street 220,75000.0,2018,Individual,1st owner,12000,95955.0,4,3,3000.0,250.0,Bajaj
871,Honda Activa 125 [2016-2017],50000.0,2017,Individual,1st owner,27000,61545.0,5,6,5400.0,450.0,Honda
872,Honda Shine,30000.0,2013,Individual,1st owner,93000,,9,19,10333.333,861.111,Honda
873,Bajaj Discover 150F,30000.0,2015,Individual,1st owner,12000,64071.0,7,3,1714.286,142.857,Bajaj
874,Bajaj Pulsar 150 [2001-2011],22000.0,2011,Individual,1st owner,36000,,11,8,3272.727,272.727,Bajaj
875,Hero Karizma ZMR,75000.0,2015,Individual,1st owner,11000,108000.0,7,3,1571.429,130.952,Hero
876,Honda Dream Yuga,45000.0,2017,Individual,1st owner,26000,56147.0,5,6,5200.0,433.333,Honda
877,Hero Glamour 125,35000.0,2014,Individual,1st owner,450000,61600.0,8,90,56250.0,4687.5,Hero
878,Honda Activa [2000-2015],35000.0,2012,Individual,1st owner,29000,50267.0,10,6,2900.0,241.667,Honda
879,Bajaj CT 100,25000.0,2017,Individual,1st owner,45000,,5,9,9000.0,750.0,Bajaj
880,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,13000,92210.0,5,3,2600.0,216.667,Honda
881,Hero CD Dawn,10000.0,2005,Individual,1st owner,48000,,17,10,2823.529,235.294,Hero
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,Individual,1st owner,5814,148114.0,4,2,1453.5,121.125,Royal Enfield
883,Bajaj Discover 100,24000.0,2014,Individual,1st owner,31000,42859.0,8,7,3875.0,322.917,Bajaj
884,Honda Shine,42000.0,2017,Individual,1st owner,25000,,5,5,5000.0,416.667,Honda
885,TVS Max DLX,26000.0,2002,Individual,2nd owner,28000,,20,6,1400.0,116.667,TVS
886,Honda Dio,60000.0,2018,Individual,1st owner,11000,,4,3,2750.0,229.167,Honda
887,Bajaj Pulsar 180,72000.0,2017,Dealer,1st owner,7850,85011.0,5,2,1570.0,130.833,Bajaj
888,Royal Enfield Thunderbird 350,120000.0,2015,Individual,1st owner,10000,,7,2,1428.571,119.048,Royal Enfield
889,Royal Enfield Thunderbird 350,59000.0,2005,Individual,2nd owner,40000,,17,8,2352.941,196.078,Royal Enfield
890,Royal Enfield Classic Chrome,185000.0,2015,Individual,2nd owner,5000,189313.0,7,1,714.286,59.524,Royal Enfield
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,Individual,1st owner,14000,148114.0,4,3,3500.0,291.667,Royal Enfield
892,KTM 390 Duke,205000.0,2018,Individual,1st owner,7500,,4,2,1875.0,156.25,KTM
893,Hero Pleasure [2005-2015],30000.0,2013,Individual,1st owner,25000,46779.0,9,5,2777.778,231.481,Hero
894,TVS Victor,18000.0,2004,Individual,1st owner,46700,54852.0,18,10,2594.444,216.204,TVS
895,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,12000,,11,3,1090.909,90.909,Bajaj
896,KTM RC 200,185000.0,2019,Individual,1st owner,6000,,3,2,2000.0,166.667,KTM
897,Kawasaki Ninja 300,300000.0,2016,Individual,1st owner,9800,360000.0,6,2,1633.333,136.111,Kawasaki
898,Honda Dream Yuga,30000.0,2015,Individual,2nd owner,46070,56147.0,7,10,6581.429,548.452,Honda
899,Bajaj Pulsar 150,35000.0,2009,Individual,1st owner,14500,,13,3,1115.385,92.949,Bajaj
900,Bajaj Pulsar 150 [2001-2011],35000.0,2008,Individual,1st owner,70000,,14,14,5000.0,416.667,Bajaj
901,Hero Honda Passion Plus,25000.0,2008,Dealer,2nd owner,100000,,14,20,7142.857,595.238,Hero Honda
902,Yamaha YZF R15 [2011-2018],80000.0,2013,Dealer,1st owner,30000,118997.0,9,6,3333.333,277.778,Yamaha
903,Hero Honda Splendor Plus,20000.0,2004,Individual,2nd owner,127000,,18,26,7055.556,587.963,Hero Honda
904,Hero Karizma ZMR,43000.0,2012,Individual,2nd owner,63000,108000.0,10,13,6300.0,525.0,Hero
905,Hero Honda Splendor Plus,20000.0,2010,Individual,2nd owner,30000,,12,6,2500.0,208.333,Hero Honda
906,Yo Style,20000.0,2011,Individual,1st owner,10000,37675.0,11,2,909.091,75.758,Yo
907,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,10000,52271.0,7,2,1428.571,119.048,Hero
908,Hero Super Splendor,30000.0,2011,Individual,1st owner,89000,,11,18,8090.909,674.242,Hero
909,Bajaj Discover 100,21000.0,2009,Individual,1st owner,50000,42859.0,13,10,3846.154,320.513,Bajaj
910,Yamaha Fazer [2009-2016],35000.0,2011,Individual,1st owner,15500,84751.0,11,4,1409.091,117.424,Yamaha
911,Bajaj Discover 125,23000.0,2011,Individual,1st owner,66000,57549.0,11,14,6000.0,500.0,Bajaj
912,Hero Super Splendor,40000.0,2017,Individual,2nd owner,80000,,5,16,16000.0,1333.333,Hero
913,Honda Shine,40000.0,2011,Individual,1st owner,8600,,11,2,781.818,65.151,Honda
914,Bajaj Discover 125 M,45000.0,2014,Individual,1st owner,40000,47186.0,8,8,5000.0,416.667,Bajaj
915,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,25000,80435.0,6,5,4166.667,347.222,Bajaj
916,Yamaha Fazer [2009-2016],40000.0,2013,Individual,1st owner,34500,84751.0,9,7,3833.333,319.444,Yamaha
917,Hero Passion X Pro [2016-2017],42000.0,2016,Individual,1st owner,15500,59095.0,6,4,2583.333,215.278,Hero
918,Honda Activa [2000-2015],18000.0,2011,Individual,1st owner,28000,50267.0,11,6,2545.455,212.121,Honda
919,TVS Star City,15000.0,2006,Individual,1st owner,40000,46575.0,16,8,2500.0,208.333,TVS
920,Hero Honda Hunk,45000.0,2013,Individual,1st owner,40000,,9,8,4444.444,370.37,Hero Honda
921,TVS Star City,25000.0,2016,Individual,1st owner,50000,47108.0,6,10,8333.333,694.444,TVS
922,Bajaj Pulsar 150,70000.0,2017,Individual,1st owner,24000,,5,5,4800.0,400.0,Bajaj
923,Bajaj Discover 100,23000.0,2012,Individual,1st owner,50000,42859.0,10,10,5000.0,416.667,Bajaj
924,TVS Victor,10000.0,2005,Individual,1st owner,55000,54852.0,17,11,3235.294,269.608,TVS
925,Hero Honda Splendor Plus,25000.0,2012,Individual,1st owner,70000,,10,14,7000.0,583.333,Hero Honda
926,Honda Aviator,25000.0,2012,Individual,2nd owner,12000,59183.0,10,3,1200.0,100.0,Honda
927,Bajaj Pulsar 180,50000.0,2010,Individual,1st owner,70000,85011.0,12,14,5833.333,486.111,Bajaj
928,Bajaj Avenger [2015],60000.0,2015,Individual,2nd owner,16000,75502.0,7,4,2285.714,190.476,Bajaj
929,Hero CD Dawn,35000.0,2014,Individual,1st owner,38000,,8,8,4750.0,395.833,Hero
930,Hero Maestro,50000.0,2016,Individual,1st owner,100000,49412.0,6,20,16666.667,1388.889,Hero
931,Honda CB Shine SP,50000.0,2016,Individual,1st owner,45000,64750.0,6,9,7500.0,625.0,Honda
932,Hero Honda CD Deluxe,25500.0,2012,Individual,1st owner,28990,,10,6,2899.0,241.583,Hero Honda
933,Hero Honda Hunk,35000.0,2010,Individual,1st owner,13000,,12,3,1083.333,90.278,Hero Honda
934,Hero Honda CD Deluxe,20000.0,2005,Individual,1st owner,15000,,17,3,882.353,73.529,Hero Honda
935,Honda Activa 3G,40000.0,2016,Individual,1st owner,60000,54605.0,6,12,10000.0,833.333,Honda
936,Bajaj Pulsar 135 LS,45000.0,2017,Individual,1st owner,22000,64589.0,5,5,4400.0,366.667,Bajaj
937,Bajaj Pulsar 150 [2001-2011],30000.0,2008,Individual,1st owner,19500,,14,4,1392.857,116.071,Bajaj
938,Hero Pleasure,30000.0,2013,Individual,1st owner,25000,49600.0,9,5,2777.778,231.481,Hero
939,Hero Honda CBZ extreme,30000.0,2011,Individual,3rd owner,70000,,11,14,6363.636,530.303,Hero Honda
940,Bajaj Pulsar 150,40000.0,2014,Individual,2nd owner,65000,,8,13,8125.0,677.083,Bajaj
941,Honda CB Twister,25000.0,2012,Individual,1st owner,86000,53857.0,10,18,8600.0,716.667,Honda
942,Honda Livo,45000.0,2017,Individual,1st owner,30000,,5,6,6000.0,500.0,Honda
943,Bajaj Pulsar AS200,65000.0,2015,Individual,1st owner,33000,92074.0,7,7,4714.286,392.857,Bajaj
944,Honda Activa 3G,40000.0,2015,Individual,1st owner,36000,54605.0,7,8,5142.857,428.571,Honda
945,Hero Honda Hunk,40000.0,2010,Individual,1st owner,41000,,12,9,3416.667,284.722,Hero Honda
946,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,28000,83340.0,5,6,5600.0,466.667,Honda
947,Hero HF Deluxe,35000.0,2018,Individual,1st owner,15000,,4,3,3750.0,312.5,Hero
948,Hero Splendor PRO,35000.0,2015,Individual,1st owner,35280,51994.0,7,8,5040.0,420.0,Hero
949,Bajaj Boxer,15000.0,2004,Individual,1st owner,18000,,18,4,1000.0,83.333,Bajaj
950,Royal Enfield Electra 5 S,99000.0,2012,Individual,1st owner,28000,,10,6,2800.0,233.333,Royal Enfield
951,Royal Enfield Electra 5 S,90000.0,2012,Individual,1st owner,40000,,10,8,4000.0,333.333,Royal Enfield
952,Hero Honda Hunk,20000.0,2010,Individual,1st owner,17000,,12,4,1416.667,118.056,Hero Honda
953,Hero Ignitor,36000.0,2016,Individual,1st owner,23000,65599.0,6,5,3833.333,319.444,Hero
954,Bajaj Discover 100 M,32000.0,2014,Individual,1st owner,30000,44756.0,8,6,3750.0,312.5,Bajaj
955,Honda Activa 3G,50000.0,2016,Individual,1st owner,6000,54605.0,6,2,1000.0,83.333,Honda
956,Bajaj Pulsar 135 LS,50000.0,2015,Individual,1st owner,48000,64589.0,7,10,6857.143,571.429,Bajaj
957,Bajaj Pulsar 220 DTS-i,60000.0,2014,Individual,1st owner,16000,,8,4,2000.0,166.667,Bajaj
958,Hero Honda CBZ extreme,40000.0,2009,Individual,1st owner,50000,,13,10,3846.154,320.513,Hero Honda
959,Hero Honda CBZ extreme,35000.0,2012,Individual,1st owner,60000,,10,12,6000.0,500.0,Hero Honda
960,Royal Enfield Thunder 500,175000.0,2018,Individual,1st owner,3000,190000.0,4,1,750.0,62.5,Royal Enfield
961,UM Renegade Mojave,170000.0,2019,Individual,1st owner,1400,182000.0,3,1,466.667,38.889,UM
962,KTM RC200,165000.0,2019,Individual,1st owner,4000,178000.0,3,1,1333.333,111.111,KTM
963,Bajaj Dominar 400,145000.0,2019,Individual,1st owner,1200,160000.0,3,1,400.0,33.333,Bajaj
964,Royal Enfield Classic 350,135000.0,2019,Individual,1st owner,4100,147000.0,3,1,1366.667,113.889,Royal Enfield
965,KTM RC390,135000.0,2017,Individual,1st owner,21700,237000.0,5,5,4340.0,361.667,KTM
966,Hyosung GT250R,135000.0,2016,Individual,2nd owner,16500,345000.0,6,4,2750.0,229.167,Hyosung
967,Royal Enfield Thunder 350,125000.0,2015,Individual,1st owner,15000,150000.0,7,3,2142.857,178.571,Royal Enfield
968,Royal Enfield Thunder 350,120000.0,2018,Individual,1st owner,18000,150000.0,4,4,4500.0,375.0,Royal Enfield
969,Royal Enfield Classic 350,120000.0,2019,Individual,1st owner,11000,147000.0,3,3,3666.667,305.556,Royal Enfield
970,KTM RC200,120000.0,2018,Individual,1st owner,6000,178000.0,4,2,1500.0,125.0,KTM
971,Royal Enfield Thunder 350,115000.0,2018,Individual,1st owner,8700,150000.0,4,2,2175.0,181.25,Royal Enfield
972,KTM 390 Duke ,115000.0,2016,Individual,1st owner,7000,240000.0,6,2,1166.667,97.222,KTM
973,Mahindra Mojo XT300,115000.0,2018,Individual,1st owner,35000,140000.0,4,7,8750.0,729.167,Mahindra
974,Royal Enfield Classic 350,115000.0,2017,Individual,1st owner,17000,147000.0,5,4,3400.0,283.333,Royal Enfield
975,Royal Enfield Classic 350,111000.0,2017,Individual,1st owner,17500,147000.0,5,4,3500.0,291.667,Royal Enfield
976,Royal Enfield Classic 350,110000.0,2015,Individual,1st owner,33000,147000.0,7,7,4714.286,392.857,Royal Enfield
977,Royal Enfield Thunder 500,110000.0,2017,Individual,1st owner,14000,190000.0,5,3,2800.0,233.333,Royal Enfield
978,Royal Enfield Classic 350,110000.0,2017,Individual,1st owner,26000,147000.0,5,6,5200.0,433.333,Royal Enfield
979,Royal Enfield Thunder 500,105000.0,2015,Individual,1st owner,5400,190000.0,7,2,771.429,64.286,Royal Enfield
980,Bajaj Pulsar RS200,105000.0,2018,Individual,1st owner,5700,126000.0,4,2,1425.0,118.75,Bajaj
981,Royal Enfield Thunder 350,105000.0,2013,Individual,1st owner,6900,150000.0,9,2,766.667,63.889,Royal Enfield
982,Royal Enfield Bullet 350,105000.0,2018,Individual,1st owner,6000,117000.0,4,2,1500.0,125.0,Royal Enfield
983,Royal Enfield Classic 350,100000.0,2015,Individual,1st owner,46500,147000.0,7,10,6642.857,553.571,Royal Enfield
984,Royal Enfield Classic 500,95000.0,2014,Individual,1st owner,11500,175000.0,8,3,1437.5,119.792,Royal Enfield
985,Royal Enfield Classic 500,90000.0,2011,Individual,1st owner,40000,175000.0,11,8,3636.364,303.03,Royal Enfield
986,Bajaj Avenger 220,90000.0,2019,Individual,1st owner,1300,95000.0,3,1,433.333,36.111,Bajaj
987,Bajaj Avenger 150,75000.0,2018,Individual,1st owner,7000,80000.0,4,2,1750.0,145.833,Bajaj
988,Honda CB Hornet 160R,80000.0,2019,Individual,1st owner,3000,87000.0,3,1,1000.0,83.333,Honda
989,Yamaha FZ S V 2.0,78000.0,2019,Individual,1st owner,5000,84000.0,3,1,1666.667,138.889,Yamaha
990,Honda CB Hornet 160R,75000.0,2019,Individual,1st owner,11000,87000.0,3,3,3666.667,305.556,Honda
991,Yamaha FZ 16,75000.0,2017,Individual,1st owner,18000,82000.0,5,4,3600.0,300.0,Yamaha
